name,rank,charter,consolidated_assets
SKYLINE NB/PARKWAY ACQ CORP ,854,NAT,907
TEXAS SCTY BK/TEXAS SCTY BSHRS ,855,SNM,906
APOLLO BK/APOLLO BSHRS ,856,SNM,904
PEOPLES ST BK/PEOPLES BC ,857,SNM,904
NORTH AMER BKG CO/N A CORP ,858,SMB,903
FIRST NB/WICHITA FALLS BSHRS ,859,NAT,902
PLATTE VALLEY BK/PLATTE VALLEY FS CO ,860,SMB,898
BENNINGTON ST BK/BERCO ,861,SNM,898
AMALGAMATED BK CHICAGO/AMALGAMATED INV CO ,862,SNM,896
FIRST ST BK/FIRST ST CORP ,863,SNM,894
PIONEER B&TC/BELLE FOURCHE BSHRS ,864,SNM,894
WESTBURY BK/WESTBURY BC ,865,SNM,894
TENNESSEE ST BK/TENNESSEE ST BSHRS ,866,SMB,894
TRIUMPH BK/TRIUMPH BSHRS ,867,SMB,894
FIRST COLUMBIA B&TC/CCFNB BC ,868,SNM,893
HANOVER COMM BK/HANOVER BC ,869,SNM,890
DBA FIRST BK TX/FIRST BAIRD BSHRS ,870,NAT,889
SUMMIT ST BK/ ,871,SNM,888
BANK OF THE JAMES/BANK OF THE JAMES FNCL GROUP ,872,SMB,887
PATRIOT BK NA/PNBK SPONSOR LLC ,873,NAT,886
CRESCENT B&TC/CB&T HC ,874,SNM,886
NEWFIRST NB/NEWFIRST FNCL GROUP ,875,NAT,885
ROYAL BKS OF MO/ROYAL BSHRS ,876,SNM,885
BANK OF WA/DIAMOND BANCORP ,877,SNM,884
MIDWEST RGNL BK/MIDWEST RGNL BC ,878,SNM,881
MARLIN BUS BK/DBA MARLIN CAP SOLUTIONS ,879,SMB,880
WAUCHULA ST BK/CREWS BKG CORP ,880,SNM,879
TOWN & CNTRY BK/TOWN & CNTRY FC ,881,SMB,878
FIRST NORTHERN B&TC/PALM BC ,882,SMB,878
COGENT BK/COGENT BC ,883,SNM,878
INTERNATIONAL FNC BK/IFB BC ,884,SNM,876
STATE BK OF INDIA CA/ ,885,SNM,875
MODERN BK NA/MODERN BK MGMT LLC ,886,NAT,875
1ST CAP BK/1ST CAP BC ,887,SNM,874
REGENT BK/REGENT CAP CORP ,888,SNM,874
OLD DOMINION NA/ ,889,NAT,872
FREEDOM BK OF VIRGINIA/ ,890,SMB,871
BORDER BK/BORDER BSHRS ,891,SNM,869
STIFEL TC NA/STIFEL FNCL CORP ,892,NAT,867
FIRST METRO BK/FIRST METRO BC ,893,SNM,866
LIBERTY B&TC/LIBERTY FNCL SVC ,894,SNM,866
BANK FORWARD/BANK FORWARD ESOP & TR ,895,SNM,863
GREENE CTY CMRL BK/ ,896,SNM,861
AMERICAN CMNTY B&T/AMERICAN CMNTY FNCL ,897,SNM,860
US METRO BK/US METRO BC ,898,SNM,860
DRUMMOND CMNTY BK/DRUMMOND BKG CO ,899,SNM,859
MIDWEST INDEP BANKERSBANK/MIDWEST INDEP BSHRS ,900,SMB,854
BANKFIRST/NORTH CENTRAL BC ,901,SNM,853
FIRST TX BK/FIRST TX BC ,902,SNM,853
NORTHSTAR BK/NORTHSTAR FNCL GRP ,903,SMB,852
NEWFIELD NB/NEWFIELD BC ,904,NAT,852
TRAILWEST BK/BITTERROOT HC ,905,SNM,851
HONESDALE NB/HONAT BC ,906,NAT,848
BESSEMER TC/BESSEMER GRP ,907,SNM,844
PORT WASHINGTON ST BK/PORT BSHRS ,908,SNM,843
FARMERS NB/PROPHETSTOWN BKG CO ,909,NAT,842
FIRST CMNTY BK OF TN/FIRST CMNTY BC ,910,SNM,842
PRIORITYONE BK/PRIORITYONE CAP CORP ,911,SNM,841
CROCKETT NB/CROCKETT CTY NAT BSHRS ,912,NAT,840
SARATOGA NB&TC/ARROW FC ,913,NAT,838
MID-MISSOURI BK/MID-MO BSHRS ,914,SNM,838
FIRST PALMETTO BK/FIRST PALMETTO FC ,915,SNM,838
INTERNATIONAL BK OF CHICAGO/IBC BC ,916,SNM,838
MAPLEMARK BK/MAPLE FNCL HOLDS ,917,SNM,836
HAWAII NB/HAWAII NAT BSHRS ,918,NAT,836
QUAIL CREEK BK NA/QUAIL CREEK BSHRS ,919,NAT,835
CLEAR MNT BK/STATE BC ,920,SMB,834
RIVER BK/RIVER HC ,921,SNM,833
BANK OF CENT FL/BANK OF CENT FL HC ,922,SNM,833
CENTRAL BK/CENTRAL BSHRS ,923,SMB,830
UWHARRIE BK/UWHARRIE CAP CORP ,924,SMB,829
FARMERS & MRCH BK/F&M FC ,925,SNM,828
FIRST NB/INDUSTRY BSHRS ,926,NAT,827
FIRST NB&TC/FIRST INDEPENDENT BC ,927,NAT,827
FNB BK/FNS BSHRS ,928,SNM,825
FIRST NB MI/FIRST NAT BC ,929,NAT,824
FIRST NB OF BEMIDJI/FIRST NB BEMIDJI ESOP & TR ,930,NAT,823
NEBRASKALAND NB/NEBRASKALAND FS ,931,NAT,822
POINTS WEST CMNTY BK/FIRST NE BANCS ,932,SNM,822
IDAHO FIRST BK/ ,933,SNM,821
PADUCAH B&TC/PADUCAH BSHRS ,934,SMB,820
PRAIRIE ST B&TC/AMERICAN CENT BC ,935,SNM,820
CIERA BK/FIRST GRAHAM BC ,936,SMB,819
CITIZENS BK/EMPLOYEE STOCK BONUS TR EMPL ,937,SNM,819
SPRINGFIELD FIRST CMNTY BK/QCR HOLDS ,938,SMB,819
ACCESS BK/3MV BC ,939,SNM,816
CITIZENS BK/AMADOR BSHRS ,940,SNM,816
FARMERS NB OF DANVILLE/BOYLE BANCORP ,941,NAT,813
CITIZENS ST BK/CSB BSHRS ,942,SNM,813
JEFFERSON BK OF MO/CENTRAL BANCOMPANY INC ,943,SMB,813
FIRST IC BK/FIRST IC CORP ,944,SNM,812
NEW PEOPLES BK/NEW PEOPLES BSHRS ,945,SMB,809
PEOPLES BK OF CMRC/ ,946,SNM,809
FOCUS BK/SECURITY STATE BSHRS ,947,SNM,809
CREDIT ONE BK NA/ ,948,NAT,806
SIGNATURE BK/WHITE RIVER BSHRS CO ,949,SNM,806
CONSUMERS NB/CONSUMERS BC ,950,NAT,805
GENESEE REGIONAL BK/GREATER ROCHESTER BC ,951,SNM,805
FIRST NB/FIRST GRANBURY BC ,952,NAT,805
JUNIATA VALLEY BK/JUNIATA VALLEY FNCL CORP ,953,SNM,804
NBC OKLAHOMA/NBC CORP OF OKLAHOMA ,954,SNM,804
UNITED BK MI/UNITED BK FC ,955,SNM,804
BAC CMNTY BK/BAC FNCL ,956,SNM,803
BANK OF LABOR/INTERNATIONAL BHOOD BOILERMKRS ,957,SNM,802
FIRST NB/BASTROP BSHRS ,958,NAT,802
CONVERSE CTY BK/CONVERSE CTY CAP CORP ,959,SNM,801
FIRST AMER B&TC/FIRST AMER BC ,960,SNM,800
HOMETOWN BK NA/MOODY BSHRS ,961,NAT,799
FIRSTAR BK/FIRSTAR FNCL CORP ,962,SNM,795
FIDELITY BK/FIDELITY HC ,963,SNM,793
BELMONT B&TC/BELMONT FNCL GRP ,964,SNM,792
VININGS BK/VININGS BSHRS ,965,SNM,790
BANK OF WI DELLS/DELLS BSHRS ,966,SNM,790
CITIZENS B&TC/CITIZENS B&T HOLD ,967,SNM,790
AMERASIA BK/ ,968,SNM,789
NATIONAL UNITED/NATIONAL UNITED BSHRS ,969,NAT,789
CORNHUSKER BK/CORNHUSKER GROWTH CORP ,970,SMB,789
CORTLAND SVG & BKG CO/CORTLAND BC ,971,SMB,788
UNITED PRAIRIE BK/FARMERS ST CORP ,972,SNM,787
FIRST ST BK/FIRST ST BC ,973,SNM,787
FIRST NB OF WATERLOO/FIRST WATERLOO BSHRS ,974,NAT,785
PACIFIC NB/ ,975,NAT,784
VAST BK NA/TULSA VALLEY BSHRS CORP ,976,NAT,783
FIRST CMRL BK USA/ ,977,SNM,781
BAKER BOYER NB/BAKER BOYER BC ,978,NAT,780
FIRST ST BK NE/FIRST ST HOLD CO ,979,SMB,780
BANKIOWA/FIDELITY BAN CORP ,980,SNM,779
FARMERS BK/FIRST FARMERS BSHRS ,981,SNM,779
FIRST ST BK/NEBRASKA BSHRS ,982,SNM,778
AMERICAN ST B&TC/AMERICAN ST BSHRS ,983,SMB,777
SECURITY B&TC/SECURITY BSHRS ,984,SNM,777
TOLLESON PRIV BK/TOLLESON WEALTH MGMT ,985,SNM,777
SUMMIT BK/SUMMIT BK GRP ,986,SNM,776
HICKORY POINT B&TC/FIRST IL CORP ,987,SNM,776
SOUTHWESTERN NB/SWNB BC ,988,NAT,775
FIRST SOUTHERN BK/MIDWEST COMMUNITY BSHRS ,989,SNM,775
FIRST RELIANCE BK/FIRST RELIANCE BSHRS ,990,SNM,775
AMERICAN BK/AMERICAN BK INC ,991,SMB,775
ALLIANCE BK/ALLIANCE FS ,992,SNM,774
FINANCIAL FED BK/FINANCIAL FEDCORP ,993,SMB,774
JONESTOWN B&TC/ ,994,SNM,774
COMMERCE ST BK/COMMERCE FNCL HOLDS ,995,SNM,772
WEST MI CMNTY BK/NORTHSTAR FNCL GRP ,996,SMB,771
SECURITY BK/PAWNEE HC ,997,SMB,770
HEBRON SVG BK/HSB BANCORP ,998,SNM,769
PILOT GROVE SVG BK/PILOT GROVE SVGS BK ESOP ,999,SNM,768
CENTRAL BK OF OK/CENTRAL BANCOMPANY INC ,1000,SMB,766
CITIZENS BK OF KY/CITIZENS NAT CORP ,1001,SMB,765
PEOPLES BK/PEOPLES BC ,1002,SNM,764
EVANGELINE B&TC/EVANGELINE BSHRS ,1003,SNM,763
COMMUNITY BK OF THE BAY/BAY CMNTY BC ,1004,SNM,762
OLD FT BKG CO/OLD FT BKG CO ESOP ,1005,SNM,761
OXFORD B&T/OXFORD FC ,1006,SNM,759
GREENFIELD BKG CO/GREENFIELD BSHRS ,1007,SNM,759
TRUXTON TC/TRUXTON CORP ,1008,SMB,759
FIRST SECURITY BK/SECURITY CAPITAL CORP ,1009,SNM,758
WEST AL B&TC/WEST AL CAP CORP ,1010,SNM,758
LIBERTY NAT BK/BOE BSHRS ,1011,NAT,758
OXFORD BK/OXFORD BK CORP ,1012,SMB,757
R BK/R CORP FNCL ,1013,SNM,756
PROGRESSIVE BK/PROGRESSIVE BC ,1014,SNM,755
AQUESTA BK/AQUESTA FNCL HOLDS ,1015,SNM,755
FIRST NB/MCGREGOR BSHRS ,1016,NAT,752
FARMERS BK FRANKFORT IN/FARMERS BC FRANKFORT IN ,1017,SNM,752
CITIZENS 1ST BK/ ,1018,SMB,752
VERMILLION ST BK/VERMILLION BSHRS ,1019,SNM,752
PEOPLES BK/PEOPLES FC ,1020,SNM,750
CALVIN B TAYLOR BKG CO BERLIN/CALVIN B TAYLOR BSHRS ,1021,SNM,749
UNITED B&TC/UBT BSHRS ,1022,SMB,749
DOGWOOD ST BK/ ,1023,SNM,746
UNITED S BK/UNISOUTH ,1024,SNM,745
SANIBEL CAPTIVA CMNTY BK/ ,1025,SNM,745
CIBM BK/CIB MARINE BSHRS ,1026,SNM,745
GBC INTL BK/GBC HOLD ,1027,SNM,744
MERCHANTS & MARINE BK/MERCHANTS & MARINE BC ,1028,SNM,743
ITASCA B&TC/ITASCA BC ,1029,SNM,743
ROUND TOP ST BK/ROUND TOP BSHRS ,1030,SNM,742
MARINE BK/MARINE BC ,1031,SNM,740
BANCO DO BRASIL AMERS/ ,1032,SNM,740
IOWA ST BK/VOGEL BSHRS ,1033,SMB,739
BANK OF BRIDGER NA/BRIDGER CO ,1034,NAT,737
HOME ST BK NA/HOME ST BC ,1035,NAT,737
SECURITY ST BK/BRISCOE RANCH ,1036,SNM,736
UNIFIED BK/UNITED BC ,1037,SNM,736
SECURITY B&TC OF GLENCOE/SECURITY BSHRS CO ,1038,SNM,736
CITIZENS BK/CITIZENS BSHRS CORP ,1039,SNM,735
DEPARTMENT STORES NB/CITIGROUP ,1040,NAT,734
DIAMOND BK/BAINUM BANCORP ,1041,SMB,734
PLAINS ST BK/PLAINS ACQ CORP ,1042,SNM,734
HEARTLAND BK/GENEVA ST CO ,1043,SNM,733
SYNERGY BK/SYNERGY BSHRS ,1044,SNM,733
PARKSIDE FNCL B&TC/PARKSIDE FNCL ,1045,SNM,732
BANK OF FAYETTE CTY/MOSCOW BSHRS ,1046,SMB,732
CITIZENS ST BK OF NEW CASTLE/TOWN FC ,1047,SNM,730
JACKSON COUNTY BK/BANCORP OF SOUTHERN IN ,1048,SNM,730
FIRST BK OF AL/FIRSTBANC OF AL ,1049,SNM,729
PIONEER BK/CITIZENS BK GROUP ,1050,SMB,728
ATLANTIC CMNTY BKR BK/ATLANTIC CMNTY BSHRS ,1051,SMB,727
MECHANICS BK/MECHANICS FNCL CORP ,1052,SNM,726
BANK OF SF/ ,1053,SNM,726
BALLSTON SPA NB/BALLSTON SPA BC ,1054,NAT,725
BANK OF COMMERCE/COMMERCE BC ,1055,SNM,725
FALCON NB/CENTRA VENTURES ,1056,NAT,721
PRIME MERIDIAN BK/PRIME MERIDIAN HC ,1057,SNM,721
BRANNEN BK/BRANNEN BK OF FL ,1058,SNM,720
SPIRITBANK/SPIRIT BC ,1059,SNM,720
CORE BK/DS HC ,1060,SNM,719
VILLAGE BK/VILLAGE BK & TR FC ,1061,SNM,716
POINTBANK/PILOT POINT BC ESOP ,1062,SMB,716
FIRST BK/FIRST BC ,1063,SNM,716
FIRST ST BK MIDDLEBURY/CRYSTAL VALLEY FC ,1064,SNM,714
MAINSTREET CMNTY BK OF FLORIDA/ ,1065,SNM,713
CITIZENS BK/ ,1066,SNM,713
ROCK CANYON BK/COMMUNITY BC ,1067,SNM,712
NORTHEAST BK/NORTHEAST SECURITIES CORP ,1068,SNM,712
FCN BK NA/FCN BANC CORP ,1069,NAT,711
BANK OF EASTERN OR/BEO BC ,1070,SNM,710
KILLBUCK SVGS BK CO/KILLBUCK BSHRS ,1071,SMB,710
MIDDLETOWN VALLEY BK/COMMUNITY HERITAGE FNCL ,1072,SNM,709
STURGIS B&TC/STURGIS BC ,1073,SNM,709
PEOPLES BK/PEOPLES BC ,1074,SMB,708
BLUE RIDGE B&TC/BLUE RIDGE BSHRS ,1075,SNM,707
FIRST NB NORTH/WALKER BAN CO ,1076,NAT,706
SOUTHCREST BK NA/SOUTHCREST FNCL GRP ,1077,NAT,705
BTC BK/BETHANY BSHRS ,1078,SNM,704
RIO BK/RIO FNCL SVC ,1079,SNM,704
PIONEER TR BK NA/PTB CORP ,1080,NAT,703
FARMERS & MRCH SVG BK/DUNN INV CO ,1081,SMB,703
JEFFERSON B&TC/DELTA BSHRS CO ,1082,SNM,702
FIRST S ST BK/FIRST BSHRS OF STEVENSON ,1083,SNM,698
KLEBERG BK NA/KLEBERG & CO BKR ,1084,NAT,697
FARMERS & MRCH BK/FARMERS & MRCHS BSHRS ,1085,SNM,697
RESOURCE BK NA/RESOURCE BSHRS ,1086,NAT,695
INBANK/INBANKSHARES CORP ,1087,SNM,695
LEGACY NB/LEGACY BSHRS ,1088,NAT,695
LEDYARD NB/LEDYARD FNCL GRP ,1089,NAT,694
SIMPLYBANK/ ,1090,SNM,693
GRAND SVG BK/GRAND BC ,1091,SNM,693
SAVOY BK/ ,1092,SNM,692
EDMONTON ST BK/EDMONTON BSHRS ,1093,SNM,690
BANK OF THE WEST/GREATER SW BSHRS ,1094,SNM,689
ALBANY B&TC NA/ALBANK CORP ,1095,NAT,688
PROSPECT BK/EDGAR CTY BANC SHARES ,1096,SNM,686
DART BK/DART FC ,1097,SNM,683
PINNACLE BK/ ,1098,SNM,683
TEXAS GULF BK NA/TEXAS GULF BSHRS ,1099,NAT,683
TOWN & COUNTRY BK/TOWN & COUNTRY BSHRS ,1100,SMB,682
MINSTER BK/MINSTER FNCL CORP ,1101,SMB,680
CUMBERLAND VALLEY NB&TC/CUMBERLAND VALLEY FNCL CO ,1102,NAT,678
OLD MO BK/JAMESMARK BSHRS ,1103,SMB,676
FIRST CENT ST BK/OHNWARD BSHRS ,1104,SNM,676
YORK TRADITIONS BK/ ,1105,SNM,676
SAINT LOUIS BK/ST LOUIS BSHRS ,1106,SNM,674
BANK OF PONTIAC/PONTIAC BC ,1107,SMB,674
PACIFIC ENT BK/PACIFIC ENT BC ,1108,SMB,674
HNB NB/ ,1109,NAT,672
AMERICAN BK NORTH/PARK FNCL GRP ,1110,SNM,672
EVOLVE B&TC/EVOLVE BC ,1111,SMB,671
ARTHUR ST BK/FOJ MGMT CO LLC ,1112,SNM,670
ARTHUR ST BK/JCO VENTURES LLC ,1112,SNM,NA
ARTHUR ST BK/ ,1112,SNM,NA
ARTHUR ST BK/HAO MGMT CO LLC ,1112,SNM,NA
TEXAS NB/TEXAS NAT BC ,1113,NAT,669
BERKSHIRE BK/BERKSHIRE BC ,1114,SNM,667
FRANKLIN B&TC/FRANKLIN BANCORP ,1115,SNM,663
LEAD BK/LEAD FNCL GRP ,1116,SNM,663
JEFF BK/JEFFERSONVILLE BC ,1117,SNM,662
BANK OF CHARLES TOWN/POTOMAC BSHRS ,1118,SNM,661
ROYAL BK/ROYAL BSHRS ,1119,SNM,660
GENERATIONS BK/HARRELL BSHRS ,1120,SNM,659
1ST COLONIAL CMNTY BK/1ST COLONIAL BC ,1121,SNM,659
UNIVERSITY BK/UNIVERSITY BC ,1122,SNM,659
FIRST B&TC/ ,1123,SNM,658
PEOPLES B&TC CO/LINCOLN CTY BC ,1124,SMB,658
FIRST HOPE BK A NAT BKG ASSN/FIRST HOPE BC ,1125,NAT,658
DAIRY ST BK/DAIRY ST BC ,1126,SNM,657
CENTENNIAL BK/F&M BSHRS ,1127,SNM,657
OAKWOOD BK/OAKWOOD BSHRS ,1128,SNM,657
PILOT BK/PILOT BSHRS ,1129,SMB,656
WHEATLAND BK/COMMUNITY FNCL GRP ,1130,SNM,655
DENMARK ST BK/DENMARK BSHRS ,1131,SNM,654
TEXAS BK/ ,1132,SNM,654
PUTNAM CTY BK/PUTNAM BSHRS ,1133,SMB,654
COASTAL CAROLINA NB/COASTAL CAROLINA BSHRS ,1134,NAT,653
ONEUNITED BK/ ,1135,SNM,653
AXIOM BK NA/AXIOM BSHRS ,1136,NAT,653
PEOPLES BK CO/PEOPLES HC ,1137,SNM,653
AMERICAN ST B&TC OF WILLISTON/AMERICAN ST BHC ,1138,SNM,653
PALMETTO ST BK/PALMETTO ST BSHRS ,1139,SNM,652
STEPHENSON NB&TC/STEPHENSON NAT BC ,1140,NAT,652
SULLIVAN BK/MID-MISSOURI HC ,1141,SNM,652
WILSON & MUIR B&TC/WILSON & MUIR BANCORP ,1142,SNM,652
FIRST NB OK/FIRST BC OF OK ,1143,NAT,652
BNA BK/BNA BSHRS ,1144,SNM,651
FIRST ST BK/LOUISE BSHRS ,1145,SNM,650
FIRST NB OF SCOTIA/GLENVILLE BHC ,1146,NAT,650
FAYETTEVILLE BK/INDUSTRY BSHRS ,1147,SNM,648
HIGHLAND BK/HIGHLAND BSHRS ,1148,SNM,648
COUNTYBANK/TCB CORP ,1149,SNM,645
TEXAS BK/HENDERSON TX BSHRS ,1150,SNM,645
FIRST BK/FIRST WAVERLY CORP ,1151,SMB,645
SOUTH LA BK/SOUTH LA FC ,1152,SNM,644
MID AMER BK/FRIENDSHIP BSHRS ,1153,SNM,643
BANK OF BOTETOURT/ ,1154,SNM,641
LINDELL B&TC/FIRST IL BANCORP ,1155,SMB,641
GA BKG CO/GEORGIA BKG CO ,1156,SNM,641
BANK OF SOUTHSIDE VA/BANK OF SOUTHSIDE VA CORP ,1157,SNM,640
FAIRFIELD NB/FAIRFIELD BSHRS ,1158,NAT,640
DBA OR PACIFIC BK/OREGON PACIFIC BC ,1159,SMB,639
LEGACY BK & TR CO/CENTURY BSHRS ,1160,SMB,638
QUANTUM NB/QUANTUM CAP CORP ,1161,NAT,638
FIRST BK/FIRST SW CORP ,1162,SNM,637
FNBC B&TC/FNBC LA GRANGE ,1163,SNM,637
CITIZENS DEPOSIT B&TC/PREMIER FNCL BC ,1164,SNM,636
MIDWEST BK/MIDWEST BK GROUP ,1165,SNM,636
INSBANK/INSCORP ,1166,SMB,635
COMMUNITY BK/MANSFIELD BSHRS ,1167,SNM,634
CHIPPEWA VALLEY BK/CHIPPEWA VALLEY AGY LTD ,1168,SNM,634
HEARTLAND NB/HEARTLAND BSHRS ,1169,NAT,634
CAROLINA B&TC/FIRST CAROLINA BSHRS CORP ,1170,SNM,634
PENNIAN BK/FIRST CMNTY FNCL CORP ,1171,SNM,633
FIRST NB IN HOWELL/FNBH BC ,1172,NAT,633
CONNECTICUT CMNTY BK NA/ASSOCIATED CMNTY BC ,1173,NAT,632
STATE BK/LIZTON FC ,1174,SNM,631
FIRST NB OF GILLETTE/FIRST NAT BK OF GILLETTE HC ,1175,NAT,631
NORTHUMBERLAND NB/NORTHUMBERLAND BC ,1176,NAT,631
COMMUNITY FIRST BK/COMMUNITY FIRST BC ,1177,SNM,631
NATIONAL CAPITAL BK OF WA/ ,1178,NAT,630
21ST CENTURY BK/DOLPHIN FAMILY MGMT CO ,1179,SNM,628
ABBYBANK/ABBY BC ,1180,SNM,628
LEGENDS BK/LEGENDS FNCL HOLD ,1181,SNM,628
CITIZENS BK/CITBA FC ,1182,SNM,628
MALVERN NB/MNB BSHRS ,1183,NAT,627
LEGENCE BK/FIRST ELDORADO BSHRS ,1184,SNM,627
CNB ST LOUIS BK/CARDINAL BC ,1185,SNM,627
FIRST CMNTY BK/FIRST SAN BENITO BSHRS CORP ,1186,SNM,627
SECURITY FNCL BK/SECURITY FS CORP ,1187,SMB,626
BANK OF ID/BANK OF ID HC ,1188,SNM,625
BOM BK/GRANT BSHRS ,1189,SNM,625
UNITED CMNTY BK/COMMUNITY BC OF LA ,1190,SNM,624
BANK OF BIRD-IN-HAND/ ,1191,SNM,623
FIRST UT BK/FIRST UT BC ,1192,SNM,622
MIDSTATES BK NA/MIDSTATES BSHRS ,1193,NAT,621
ROCKY MNT BK/HEARTLAND FNCL USA ,1194,SNM,621
FIRST CMRL BK/FIRST CMRL BSHRS ,1195,SNM,620
PRIMARY BK/ ,1196,SNM,620
BANK OF ELK RIVER/METRO NORTH BSHRS ,1197,SNM,619
PROVIDENCE BK/PB FC ,1198,SNM,618
MIDWEST BK/WESTERN IL BSHRS ,1199,SMB,618
CONCORDIA B&TC/CONCORDIA CAP CORP ,1200,SNM,617
SECURITY ST BK/SECURITY ST CORP ,1201,SNM,617
BANK OF ENGLAND/MHBC INV I LLLP ,1202,SNM,616
RELIABANK DAKOTA/BIG SIOUX FNCL ,1203,SNM,616
GNB BK/GNB BC ,1204,SMB,616
HOMETOWN BK/HOMETOWN BC ,1205,SNM,615
WAYNE SVG CMNTY BK/WAYNE SAV BSHR INC ,1206,SNM,614
FIRST NB OF ALBANY BRECKENRIDG/ALBANY BSHRS ,1207,NAT,614
FIRST CITRUS BK/FIRST CITRUS BC ,1208,SNM,613
BEACH BK/BEACH BC ,1209,SNM,613
FIRST NB OF MIDDLE TN/FIRST MCMINNVILLE CORP ,1210,NAT,611
FIRST & FARMERS NB/ALBANY BANCORP ,1211,NAT,610
FARMERS & MRCH BK/FMB BSHRS ,1212,SNM,609
SOUTHPOINT BK/SOUTHPOINT BSHRS ,1213,SNM,609
FIRST NB OF CARMI/SOUTHERN IL BANCORP ,1214,NAT,609
F&M BK/F&M BSHRS ,1215,SNM,607
FIRST NB&TC OF ARDMORE/FIRST NAT CORP ,1216,NAT,606
FIRST ST BK/JSA FAM LP ,1217,SNM,606
FIRST ST BK/JANE AUSTIN CHAPMAN LP ,1217,SNM,NA
QUEENSTOWN BK OF MD/QUEENSTOWN BC OF MD ,1218,SNM,605
MARION CTY ST BK/PELLA FNCL GRP ,1219,SNM,605
TIMBERLINE BK/TIMBERLINE BC ,1220,SNM,605
BANK OF PRAIRIE DU SAC/PLOETZ INV LP ,1221,SNM,604
WESTERN CMRC BK/WESTERN CMRC BSHRS CARLSBAD ,1222,SNM,604
GREEN BELT B&TC/GREEN BELT BC ,1223,SNM,603
PILGRIM BK/PILGRIM BC ,1224,SNM,603
C3BANK NA/C3 BC ,1225,NAT,602
COMMERCE BK/INTERNATIONAL BSHRS CORP ,1226,SNM,602
CITIZENS TR BK/CITIZENS BSHRS CORP ,1227,SMB,601
FNBC BK/FNBC BC ,1228,SMB,601
1ST FNCL BK USA/ ,1229,SNM,600
FIRST SCTY B&TC/CEDAR VALLEY BSHRS ,1230,SNM,600
UNITY BK/KIMBERLY LEASING CORP ,1231,SNM,600
FARMERS BK/FARMERS BC ,1232,SNM,598
FIRST EAGLE BK/FIRST EAGLE BSHRS ,1233,SMB,597
TRIAD BK/TRIAD BC ,1234,SNM,596
FIRST FREEDOM BK/FIRST FREEDOM BSHRS ,1235,SNM,595
LEGACY BK OF FL/ ,1236,SNM,595
TERRABANK NA/ ,1237,NAT,594
FIELD & MAIN BK/FIELD & MAIN BC ,1238,SMB,594
PEOPLES CMNTY BK/GREENVILLE BSHRS ,1239,SNM,594
WEST SHORE BK/WEST SHORE BK CORP ,1240,SNM,592
TEXAS BK FNCL/TEXAS BANC FC ,1241,SNM,590
CITIZENS NB OF SOMERSET/CITIZENS BSHRS ,1242,NAT,589
AMERICAN BK/GUARANTY DEVELOPMENT CO ,1243,SNM,588
FIRSTIER BK/FIRSTIER II BC ,1244,SNM,588
HERITAGE BK/HERITAGE GROUP ,1245,SNM,587
VISIONBANK OF IA/VISIONBANKSHARES ,1246,SMB,586
FNB BK/JACKSON FINANCIAL CORP ,1247,SNM,586
FNBT BK/SOUTHERN NB ,1248,SNM,586
AMERICAN PLUS BK NA/ ,1249,NAT,586
PUEBLO B&TC/PUEBLO BC ,1250,SNM,584
STILLMAN BANCCORP NA/STILLMAN BANCCORP ,1251,NAT,584
LEGACY BK/COLWICH FC ,1252,SNM,584
DECORAH B&TC/SECURITY AGY ,1253,SNM,583
COMMUNITY FIRST BK/COMMUNITY FIRST BC ,1254,SNM,583
VIRGINIA PTNR BK/PARTNERS BC ,1255,SMB,583
CITIZENS BK MN/CITIZENS BC OF NEW ULM ,1256,SNM,580
FIRST FED CMNTY BK NA/FFD FC ,1257,NAT,579
FIRST NB OF LA/FINANCIAL CORP OF LA ,1258,NAT,579
SAUK VALLEY B&TC/S V FNCL ,1259,SNM,579
HARDIN CTY BK/HARDIN CTY BSHRS ,1260,SMB,579
COMMENCEMENT BK/COMMENCEMENT BC ,1261,SMB,579
WINTER PARK NB/ ,1262,NAT,578
CCB CMNTY BK/SOUTHERN NAT CORP ,1263,SNM,578
FARMERS ST BK/FARMERS ST FC ,1264,SMB,578
VALLIANCE BK/VALLIANCE FC ,1265,SNM,577
NORTHEAST GA BK/FIRST SCTY BSHRS ,1266,SNM,577
AMG NAT TR BK/AMG NAT CORP ,1267,NAT,576
BANCCENTRAL NA/MYERS BSHRS ,1268,NAT,576
INDUSTRIAL BK/IBW FC ,1269,SNM,576
FARMERS BK WINDSOR VA/FARMERS BSHRS ,1270,SMB,575
FIRST BK OF OWASSO/ ,1271,SNM,575
SOUTHWEST BK/ODESSA SOUTHWEST BSHRS ,1272,SNM,575
UNION ST BK/DOCKING BSHRS ,1273,SMB,574
BANK OF BRENHAM NA/INDUSTRY BSHRS ,1274,NAT,573
CENTRAL BK OF SEDALIA/CENTRAL BANCOMPANY INC ,1275,SMB,573
BANK OF OAK RIDGE/OAK RIDGE FS ,1276,SMB,573
CITY ST BK/ALBRECHT FS ,1277,SNM,572
FIRST BK KS/OTTAWA BSHRS ,1278,SNM,572
PROVIDENT ST BK/PSB HOLDING CORP ,1279,SNM,572
CATSKILL HUDSON BK/CATSKILL HUDSON BC ,1280,SNM,572
REGAL BK/REGAL BC ,1281,SNM,571
BANKORION/ORION BC ,1282,SNM,570
FNB CMNTY BK/FIRST MIDWEST ACQUISITION CORP ,1283,SMB,570
